inning,inning_topbot,home_score,away_score,home_team_wins,away_team_wins,games
1,Bot,0,0,1024,1122,2146
1,Bot,0,1,163,323,486
1,Bot,0,2,53,187,240
1,Bot,0,3,21,85,106
1,Bot,0,4,4,39,43
1,Bot,0,5,0,11,11
1,Bot,0,6,0,1,1
1,Bot,0,7,0,3,3
1,Bot,0,10,0,1,1
1,Bot,1,0,268,204,472
1,Bot,1,1,57,55,112
1,Bot,1,2,18,41,59
1,Bot,1,3,8,19,27
1,Bot,1,4,4,13,17
1,Bot,1,5,0,5,5
1,Bot,1,6,0,2,2
1,Bot,1,7,0,2,2
1,Bot,2,0,194,85,279
1,Bot,2,1,44,23,67
1,Bot,2,2,13,16,29
1,Bot,2,3,3,10,13
1,Bot,2,4,4,3,7
1,Bot,2,5,1,1,2
1,Bot,2,6,0,1,1
1,Bot,2,7,0,1,1
1,Bot,3,0,109,24,133
1,Bot,3,1,19,6,25
1,Bot,3,2,7,6,13
1,Bot,3,3,7,3,10
1,Bot,3,4,1,0,1
1,Bot,3,5,0,1,1
1,Bot,3,6,0,1,1
1,Bot,4,0,38,13,51
1,Bot,4,1,12,2,14
1,Bot,4,2,5,0,5
1,Bot,4,3,3,1,4
1,Bot,4,4,0,2,2
1,Bot,5,0,28,3,31
1,Bot,5,1,4,2,6
1,Bot,5,2,1,0,1
1,Bot,5,4,2,0,2
1,Bot,6,0,12,0,12
1,Bot,6,1,2,0,2
1,Bot,6,2,1,0,1
1,Bot,6,3,0,1,1
1,Bot,6,5,1,0,1
1,Bot,6,6,0,1,1
1,Bot,7,0,8,0,8
1,Bot,7,2,2,0,2
1,Bot,8,0,1,0,1
1,Bot,10,0,1,0,1
1,Top,0,0,1686,1453,3139
1,Top,0,1,298,412,710
1,Top,0,2,100,248,348
1,Top,0,3,42,118,160
1,Top,0,4,15,57,72
1,Top,0,5,2,18,20
1,Top,0,6,0,6,6
1,Top,0,7,0,6,6
1,Top,0,10,0,1,1
2,Bot,0,0,547,622,1169
2,Bot,0,1,158,326,484
2,Bot,0,2,54,221,275
2,Bot,0,3,26,136,162
2,Bot,0,4,4,59,63
2,Bot,0,5,2,38,40
2,Bot,0,6,2,17,19
2,Bot,0,7,1,6,7
2,Bot,0,8,0,4,4
2,Bot,0,9,0,1,1
2,Bot,0,10,0,2,2
2,Bot,1,0,304,219,523
2,Bot,1,1,98,105,203
2,Bot,1,2,41,79,120
2,Bot,1,3,15,49,64
2,Bot,1,4,7,30,37
2,Bot,1,5,3,20,23
2,Bot,1,6,1,8,9
2,Bot,1,7,0,5,5
2,Bot,1,8,0,4,4
2,Bot,1,9,0,2,2
2,Bot,1,10,0,1,1
2,Bot,2,0,226,74,300
2,Bot,2,1,91,57,148
2,Bot,2,2,32,39,71
2,Bot,2,3,11,24,35
2,Bot,2,4,4,12,16
2,Bot,2,5,0,8,8
2,Bot,2,6,0,6,6
2,Bot,2,7,0,1,1
2,Bot,2,9,0,1,1
2,Bot,3,0,139,26,165
2,Bot,3,1,43,21,64
2,Bot,3,2,23,15,38
2,Bot,3,3,8,14,22
2,Bot,3,4,3,7,10
2,Bot,3,5,0,2,2
2,Bot,3,6,2,2,4
2,Bot,3,12,0,1,1
2,Bot,4,0,71,15,86
2,Bot,4,1,25,8,33
2,Bot,4,2,19,8,27
2,Bot,4,3,7,2,9
2,Bot,4,4,3,2,5
2,Bot,4,6,1,0,1
2,Bot,4,9,0,1,1
2,Bot,5,0,37,1,38
2,Bot,5,1,17,3,20
2,Bot,5,2,5,3,8
2,Bot,5,3,4,0,4
2,Bot,5,4,1,2,3
2,Bot,5,5,0,1,1
2,Bot,5,6,1,1,2
2,Bot,6,0,37,0,37
2,Bot,6,1,8,2,10
2,Bot,6,2,8,0,8
2,Bot,6,3,1,2,3
2,Bot,6,4,0,0,0
2,Bot,6,6,0,1,1
2,Bot,6,8,0,1,1
2,Bot,7,0,14,1,15
2,Bot,7,1,5,0,5
2,Bot,7,2,4,0,4
2,Bot,7,3,2,0,2
2,Bot,7,4,1,0,1
2,Bot,7,7,1,0,1
2,Bot,8,0,3,0,3
2,Bot,8,1,3,0,3
2,Bot,8,2,3,0,3
2,Bot,8,4,2,0,2
2,Bot,8,6,1,0,1
2,Bot,9,0,6,0,6
2,Bot,9,1,2,0,2
2,Bot,9,5,1,1,2
2,Bot,10,0,1,0,1
2,Bot,10,1,2,0,2
2,Bot,11,0,2,0,2
2,Top,0,0,851,755,1606
2,Top,0,1,247,405,652
2,Top,0,2,103,268,371
2,Top,0,3,43,170,213
2,Top,0,4,8,78,86
2,Top,0,5,2,52,54
2,Top,0,6,3,21,24
2,Top,0,7,1,8,9
2,Top,0,8,0,5,5
2,Top,0,9,0,1,1
2,Top,0,10,0,3,3
2,Top,0,12,0,1,1
2,Top,1,0,216,134,350
2,Top,1,1,83,72,155
2,Top,1,2,35,58,93
2,Top,1,3,13,35,48
2,Top,1,4,8,22,30
2,Top,1,5,2,8,10
2,Top,1,6,1,5,6
2,Top,1,7,0,5,5
2,Top,1,8,0,2,2
2,Top,1,9,0,2,2
2,Top,2,0,158,46,204
2,Top,2,1,68,37,105
2,Top,2,2,25,24,49
2,Top,2,3,6,14,20
2,Top,2,4,3,7,10
2,Top,2,5,0,5,5
2,Top,2,6,1,6,7
2,Top,2,8,0,1,1
2,Top,2,9,0,2,2
2,Top,3,0,92,15,107
2,Top,3,1,28,8,36
2,Top,3,2,12,8,20
2,Top,3,3,8,7,15
2,Top,3,4,2,2,4
2,Top,3,5,0,1,1
2,Top,3,6,1,1,2
2,Top,4,0,32,8,40
2,Top,4,1,14,2,16
2,Top,4,2,8,4,12
2,Top,4,3,2,2,4
2,Top,4,4,3,1,4
2,Top,4,5,1,1,2
2,Top,5,0,22,0,22
2,Top,5,1,8,2,10
2,Top,5,2,2,2,4
2,Top,5,3,1,0,1
2,Top,5,4,1,0,1
2,Top,5,6,1,1,2
2,Top,6,0,9,0,9
2,Top,6,1,3,0,3
2,Top,6,2,2,0,2
2,Top,6,3,1,0,1
2,Top,6,5,0,1,1
2,Top,6,6,1,1,2
2,Top,7,0,6,0,6
2,Top,7,2,2,0,2
2,Top,7,3,1,0,1
2,Top,7,7,1,0,1
2,Top,8,0,1,0,1
2,Top,10,1,1,0,1
3,Bot,0,0,297,343,640
3,Bot,0,1,127,256,383
3,Bot,0,2,49,185,234
3,Bot,0,3,22,145,167
3,Bot,0,4,7,93,100
3,Bot,0,5,1,57,58
3,Bot,0,6,1,31,32
3,Bot,0,7,1,9,10
3,Bot,0,8,0,11,11
3,Bot,0,9,0,3,3
3,Bot,0,10,0,5,5
3,Bot,0,12,0,1,1
3,Bot,1,0,210,170,380
3,Bot,1,1,90,112,202
3,Bot,1,2,42,99,141
3,Bot,1,3,18,79,97
3,Bot,1,4,5,51,56
3,Bot,1,5,2,44,46
3,Bot,1,6,1,16,17
3,Bot,1,7,0,11,11
3,Bot,1,8,0,7,7
3,Bot,1,9,0,4,4
3,Bot,1,10,0,2,2
3,Bot,1,11,0,1,1
3,Bot,2,0,226,65,291
3,Bot,2,1,101,70,171
3,Bot,2,2,46,64,110
3,Bot,2,3,26,47,73
3,Bot,2,4,10,29,39
3,Bot,2,5,2,21,23
3,Bot,2,6,1,15,16
3,Bot,2,7,0,8,8
3,Bot,2,8,0,4,4
3,Bot,2,9,1,0,1
3,Bot,2,10,0,2,2
3,Bot,2,11,0,1,1
3,Bot,3,0,128,20,148
3,Bot,3,1,73,39,112
3,Bot,3,2,39,26,65
3,Bot,3,3,25,26,51
3,Bot,3,4,5,19,24
3,Bot,3,5,3,11,14
3,Bot,3,6,2,7,9
3,Bot,3,7,1,3,4
3,Bot,3,8,0,2,2
3,Bot,3,9,0,2,2
3,Bot,3,14,0,1,1
3,Bot,4,0,96,17,113
3,Bot,4,1,61,13,74
3,Bot,4,2,43,18,61
3,Bot,4,3,16,8,24
3,Bot,4,4,11,7,18
3,Bot,4,5,0,2,2
3,Bot,4,6,2,1,3
3,Bot,4,9,0,2,2
3,Bot,5,0,67,0,67
3,Bot,5,1,35,1,36
3,Bot,5,2,19,6,25
3,Bot,5,3,13,2,15
3,Bot,5,4,6,3,9
3,Bot,5,5,2,3,5
3,Bot,5,6,2,4,6
3,Bot,5,7,1,0,1
3,Bot,6,0,49,2,51
3,Bot,6,1,16,1,17
3,Bot,6,2,12,0,12
3,Bot,6,3,7,2,9
3,Bot,6,4,6,1,7
3,Bot,6,5,0,0,0
3,Bot,6,6,1,0,1
3,Bot,6,8,0,3,3
3,Bot,7,0,19,1,20
3,Bot,7,1,12,0,12
3,Bot,7,2,9,0,9
3,Bot,7,3,4,1,5
3,Bot,7,4,2,0,2
3,Bot,7,5,1,0,1
3,Bot,7,6,0,1,1
3,Bot,7,7,2,0,2
3,Bot,8,0,12,1,13
3,Bot,8,1,6,0,6
3,Bot,8,2,8,0,8
3,Bot,8,3,2,1,3
3,Bot,8,4,1,0,1
3,Bot,8,5,1,0,1
3,Bot,8,6,1,0,1
3,Bot,9,0,6,0,6
3,Bot,9,1,2,0,2
3,Bot,9,2,1,0,1
3,Bot,9,3,1,0,1
3,Bot,9,4,3,0,3
3,Bot,9,5,2,0,2
3,Bot,9,8,0,1,1
3,Bot,10,0,2,0,2
3,Bot,10,1,2,0,2
3,Bot,10,2,5,0,5
3,Bot,10,4,2,0,2
3,Bot,11,0,3,0,3
3,Bot,11,1,1,0,1
3,Bot,11,3,1,0,1
3,Bot,12,1,1,0,1
3,Bot,13,0,4,0,4
3,Top,0,0,445,410,855
3,Top,0,1,205,323,528
3,Top,0,2,74,236,310
3,Top,0,3,50,185,235
3,Top,0,4,11,117,128
3,Top,0,5,2,78,80
3,Top,0,6,2,38,40
3,Top,0,7,2,17,19
3,Top,0,8,0,12,12
3,Top,0,9,0,4,4
3,Top,0,10,0,5,5
3,Top,0,12,0,1,1
3,Top,1,0,249,149,398
3,Top,1,1,111,93,204
3,Top,1,2,55,89,144
3,Top,1,3,28,73,101
3,Top,1,4,14,41,55
3,Top,1,5,5,41,46
3,Top,1,6,2,19,21
3,Top,1,7,2,9,11
3,Top,1,8,0,6,6
3,Top,1,9,0,3,3
3,Top,1,10,0,3,3
3,Top,1,11,0,2,2
3,Top,2,0,184,35,219
3,Top,2,1,98,47,145
3,Top,2,2,51,48,99
3,Top,2,3,22,36,58
3,Top,2,4,12,26,38
3,Top,2,5,1,10,11
3,Top,2,6,1,10,11
3,Top,2,7,0,4,4
3,Top,2,8,0,3,3
3,Top,2,9,0,2,2
3,Top,2,10,0,1,1
3,Top,3,0,112,16,128
3,Top,3,1,44,22,66
3,Top,3,2,38,13,51
3,Top,3,3,13,13,26
3,Top,3,4,4,9,13
3,Top,3,5,3,7,10
3,Top,3,6,3,3,6
3,Top,3,7,0,1,1
3,Top,3,8,0,2,2
3,Top,3,9,0,1,1
3,Top,3,14,0,1,1
3,Top,4,0,55,8,63
3,Top,4,1,30,9,39
3,Top,4,2,22,7,29
3,Top,4,3,8,5,13
3,Top,4,4,10,4,14
3,Top,4,5,0,1,1
3,Top,4,6,1,1,2
3,Top,4,7,1,0,1
3,Top,4,9,0,1,1
3,Top,5,0,26,1,27
3,Top,5,1,21,0,21
3,Top,5,2,8,4,12
3,Top,5,3,7,1,8
3,Top,5,4,3,1,4
3,Top,5,5,0,0,0
3,Top,5,6,1,4,5
3,Top,6,0,31,0,31
3,Top,6,1,9,1,10
3,Top,6,2,7,0,7
3,Top,6,3,4,1,5
3,Top,6,4,1,1,2
3,Top,6,5,1,0,1
3,Top,6,8,0,3,3
3,Top,7,0,12,1,13
3,Top,7,1,5,0,5
3,Top,7,2,7,0,7
3,Top,7,3,2,0,2
3,Top,7,4,1,0,1
3,Top,7,7,1,0,1
3,Top,8,0,3,0,3
3,Top,8,1,2,0,2
3,Top,8,2,2,0,2
3,Top,8,3,1,0,1
3,Top,8,4,1,0,1
3,Top,8,5,1,0,1
3,Top,8,6,1,0,1
3,Top,9,0,3,0,3
3,Top,9,1,2,0,2
3,Top,9,2,2,0,2
3,Top,9,4,1,0,1
3,Top,9,5,1,0,1
3,Top,9,8,0,1,1
3,Top,10,0,1,0,1
3,Top,10,1,2,0,2
3,Top,10,2,1,0,1
3,Top,11,0,2,0,2
4,Bot,0,0,143,188,331
4,Bot,0,1,76,180,256
4,Bot,0,2,34,144,178
4,Bot,0,3,6,127,133
4,Bot,0,4,4,87,91
4,Bot,0,5,2,66,68
4,Bot,0,6,0,40,40
4,Bot,0,7,0,21,21
4,Bot,0,8,0,13,13
4,Bot,0,9,0,4,4
4,Bot,0,10,0,4,4
4,Bot,0,11,0,3,3
4,Bot,0,12,0,2,2
4,Bot,0,13,0,1,1
4,Bot,1,0,150,98,248
4,Bot,1,1,88,120,208
4,Bot,1,2,39,124,163
4,Bot,1,3,19,103,122
4,Bot,1,4,9,81,90
4,Bot,1,5,1,51,52
4,Bot,1,6,0,33,33
4,Bot,1,7,0,10,10
4,Bot,1,8,0,14,14
4,Bot,1,9,1,6,7
4,Bot,1,10,0,2,2
4,Bot,1,11,0,3,3
4,Bot,1,12,0,1,1
4,Bot,1,13,0,1,1
4,Bot,1,14,0,1,1
4,Bot,2,0,171,50,221
4,Bot,2,1,119,67,186
4,Bot,2,2,55,61,116
4,Bot,2,3,24,76,100
4,Bot,2,4,11,56,67
4,Bot,2,5,8,38,46
4,Bot,2,6,0,23,23
4,Bot,2,7,1,15,16
4,Bot,2,8,0,8,8
4,Bot,2,9,0,5,5
4,Bot,2,10,1,2,3
4,Bot,2,11,0,2,2
4,Bot,2,13,0,1,1
4,Bot,2,17,0,1,1
4,Bot,3,0,134,23,157
4,Bot,3,1,103,36,139
4,Bot,3,2,54,39,93
4,Bot,3,3,37,27,64
4,Bot,3,4,8,31,39
4,Bot,3,5,4,14,18
4,Bot,3,6,3,16,19
4,Bot,3,7,1,9,10
4,Bot,3,8,0,1,1
4,Bot,3,9,0,3,3
4,Bot,3,10,0,4,4
4,Bot,3,14,0,1,1
4,Bot,4,0,101,12,113
4,Bot,4,1,73,7,80
4,Bot,4,2,53,26,79
4,Bot,4,3,33,20,53
4,Bot,4,4,12,17,29
4,Bot,4,5,4,9,13
4,Bot,4,6,1,6,7
4,Bot,4,7,0,4,4
4,Bot,4,9,0,3,3
4,Bot,4,12,0,1,1
4,Bot,4,13,0,1,1
4,Bot,5,0,71,3,74
4,Bot,5,1,40,1,41
4,Bot,5,2,36,6,42
4,Bot,5,3,24,7,31
4,Bot,5,4,15,5,20
4,Bot,5,5,5,10,15
4,Bot,5,6,2,5,7
4,Bot,5,7,2,2,4
4,Bot,5,8,0,2,2
4,Bot,5,9,0,1,1
4,Bot,5,10,1,0,1
4,Bot,5,13,0,1,1
4,Bot,6,0,49,2,51
4,Bot,6,1,35,5,40
4,Bot,6,2,27,0,27
4,Bot,6,3,18,1,19
4,Bot,6,4,14,3,17
4,Bot,6,5,1,0,1
4,Bot,6,6,3,2,5
4,Bot,6,7,0,1,1
4,Bot,6,8,0,2,2
4,Bot,6,9,0,1,1
4,Bot,6,14,0,1,1
4,Bot,7,0,29,2,31
4,Bot,7,1,20,1,21
4,Bot,7,2,20,0,20
4,Bot,7,3,7,1,8
4,Bot,7,4,6,0,6
4,Bot,7,5,5,2,7
4,Bot,7,7,0,1,1
4,Bot,7,8,1,1,2
4,Bot,7,9,1,0,1
4,Bot,8,0,17,0,17
4,Bot,8,1,4,0,4
4,Bot,8,2,9,1,10
4,Bot,8,3,4,0,4
4,Bot,8,4,6,1,7
4,Bot,8,5,2,1,3
4,Bot,8,6,2,0,2
4,Bot,8,7,0,0,0
4,Bot,8,9,0,0,0
4,Bot,9,0,13,0,13
4,Bot,9,1,6,0,6
4,Bot,9,2,5,0,5
4,Bot,9,3,0,2,2
4,Bot,9,4,5,1,6
4,Bot,9,6,1,0,1
4,Bot,9,7,1,0,1
4,Bot,9,8,0,1,1
4,Bot,10,0,4,0,4
4,Bot,10,1,7,0,7
4,Bot,10,2,6,0,6
4,Bot,10,3,2,0,2
4,Bot,10,4,6,0,6
4,Bot,10,5,1,0,1
4,Bot,10,6,3,0,3
4,Bot,11,0,5,0,5
4,Bot,11,1,1,0,1
4,Bot,11,2,4,0,4
4,Bot,12,0,1,0,1
4,Bot,12,1,1,0,1
4,Bot,12,2,2,0,2
4,Bot,13,1,4,0,4
4,Bot,15,0,1,0,1
4,Bot,15,4,1,0,1
4,Bot,16,0,1,0,1
4,Bot,17,0,1,0,1
4,Bot,17,1,1,0,1
4,Bot,18,1,1,0,1
4,Top,0,0,242,222,464
4,Top,0,1,145,228,373
4,Top,0,2,67,196,263
4,Top,0,3,31,168,199
4,Top,0,4,11,126,137
4,Top,0,5,4,83,87
4,Top,0,6,1,51,52
4,Top,0,7,0,28,28
4,Top,0,8,0,16,16
4,Top,0,9,1,5,6
4,Top,0,10,0,5,5
4,Top,0,11,0,5,5
4,Top,0,12,0,2,2
4,Top,0,13,0,2,2
4,Top,1,0,176,94,270
4,Top,1,1,99,101,200
4,Top,1,2,55,107,162
4,Top,1,3,24,97,121
4,Top,1,4,10,71,81
4,Top,1,5,4,48,52
4,Top,1,6,2,32,34
4,Top,1,7,0,14,14
4,Top,1,8,0,14,14
4,Top,1,9,0,7,7
4,Top,1,10,0,4,4
4,Top,1,11,0,2,2
4,Top,1,12,0,1,1
4,Top,1,13,0,1,1
4,Top,1,14,0,1,1
4,Top,2,0,176,39,215
4,Top,2,1,125,51,176
4,Top,2,2,58,60,118
4,Top,2,3,31,51,82
4,Top,2,4,15,50,65
4,Top,2,5,6,31,37
4,Top,2,6,1,23,24
4,Top,2,7,1,12,13
4,Top,2,8,0,4,4
4,Top,2,9,0,5,5
4,Top,2,10,1,1,2
4,Top,2,11,0,1,1
4,Top,2,17,0,1,1
4,Top,3,0,95,16,111
4,Top,3,1,78,26,104
4,Top,3,2,50,20,70
4,Top,3,3,31,23,54
4,Top,3,4,11,24,35
4,Top,3,5,5,17,22
4,Top,3,6,2,12,14
4,Top,3,7,1,6,7
4,Top,3,8,0,2,2
4,Top,3,9,0,5,5
4,Top,3,10,0,2,2
4,Top,3,12,0,1,1
4,Top,3,14,0,1,1
4,Top,4,0,79,9,88
4,Top,4,1,59,7,66
4,Top,4,2,45,17,62
4,Top,4,3,28,15,43
4,Top,4,4,13,8,21
4,Top,4,5,4,8,12
4,Top,4,6,2,3,5
4,Top,4,7,1,1,2
4,Top,4,9,0,1,1
4,Top,4,13,0,1,1
4,Top,5,0,58,0,58
4,Top,5,1,29,0,29
4,Top,5,2,21,5,26
4,Top,5,3,18,3,21
4,Top,5,4,13,2,15
4,Top,5,5,3,2,5
4,Top,5,6,1,4,5
4,Top,5,7,1,1,2
4,Top,5,8,0,1,1
4,Top,5,10,1,0,1
4,Top,5,13,0,1,1
4,Top,6,0,40,0,40
4,Top,6,1,20,1,21
4,Top,6,2,14,0,14
4,Top,6,3,5,2,7
4,Top,6,4,9,2,11
4,Top,6,5,2,0,2
4,Top,6,6,1,0,1
4,Top,6,7,0,0,0
4,Top,6,8,0,3,3
4,Top,6,14,0,1,1
4,Top,7,0,13,1,14
4,Top,7,1,8,0,8
4,Top,7,2,16,0,16
4,Top,7,3,3,0,3
4,Top,7,4,5,1,6
4,Top,7,5,2,0,2
4,Top,7,6,1,0,1
4,Top,7,7,0,1,1
4,Top,7,8,1,0,1
4,Top,7,9,1,0,1
4,Top,8,0,8,0,8
4,Top,8,1,4,0,4
4,Top,8,2,9,0,9
4,Top,8,3,3,1,4
4,Top,8,4,2,0,2
4,Top,8,5,2,1,3
4,Top,8,6,3,0,3
4,Top,9,0,3,0,3
4,Top,9,1,2,0,2
4,Top,9,2,2,0,2
4,Top,9,4,5,0,5
4,Top,9,5,1,0,1
4,Top,9,6,1,0,1
4,Top,9,7,1,0,1
4,Top,9,8,0,1,1
4,Top,10,0,1,0,1
4,Top,10,1,3,0,3
4,Top,10,2,5,0,5
4,Top,10,4,2,0,2
4,Top,11,0,2,0,2
4,Top,11,1,2,0,2
4,Top,11,4,1,0,1
4,Top,12,1,1,0,1
4,Top,13,0,2,0,2
4,Top,13,1,2,0,2
5,Bot,0,0,75,109,184
5,Bot,0,1,48,134,182
5,Bot,0,2,22,119,141
5,Bot,0,3,3,96,99
5,Bot,0,4,3,73,76
5,Bot,0,5,1,59,60
5,Bot,0,6,0,46,46
5,Bot,0,7,0,30,30
5,Bot,0,8,0,16,16
5,Bot,0,9,0,7,7
5,Bot,0,10,0,4,4
5,Bot,0,11,0,4,4
5,Bot,0,13,0,1,1
5,Bot,0,14,0,2,2
5,Bot,0,15,0,1,1
5,Bot,1,0,109,63,172
5,Bot,1,1,62,100,162
5,Bot,1,2,33,112,145
5,Bot,1,3,12,107,119
5,Bot,1,4,2,90,92
5,Bot,1,5,4,58,62
5,Bot,1,6,1,42,43
5,Bot,1,7,0,17,17
5,Bot,1,8,0,10,10
5,Bot,1,9,0,9,9
5,Bot,1,10,0,5,5
5,Bot,1,11,0,5,5
5,Bot,1,12,0,1,1
5,Bot,1,13,0,2,2
5,Bot,1,14,0,1,1
5,Bot,1,15,0,1,1
5,Bot,2,0,132,32,164
5,Bot,2,1,95,47,142
5,Bot,2,2,42,65,107
5,Bot,2,3,17,72,89
5,Bot,2,4,13,65,78
5,Bot,2,5,2,46,48
5,Bot,2,6,2,36,38
5,Bot,2,7,0,21,21
5,Bot,2,8,0,23,23
5,Bot,2,9,0,15,15
5,Bot,2,10,1,4,5
5,Bot,2,11,0,4,4
5,Bot,2,12,0,2,2
5,Bot,2,13,0,1,1
5,Bot,3,0,110,16,126
5,Bot,3,1,118,31,149
5,Bot,3,2,58,35,93
5,Bot,3,3,33,35,68
5,Bot,3,4,14,40,54
5,Bot,3,5,4,36,40
5,Bot,3,6,4,27,31
5,Bot,3,7,1,16,17
5,Bot,3,8,0,8,8
5,Bot,3,9,0,10,10
5,Bot,3,10,0,3,3
5,Bot,3,11,0,4,4
5,Bot,3,14,0,2,2
5,Bot,3,19,0,1,1
5,Bot,4,0,95,8,103
5,Bot,4,1,86,15,101
5,Bot,4,2,54,20,74
5,Bot,4,3,39,29,68
5,Bot,4,4,17,34,51
5,Bot,4,5,4,23,27
5,Bot,4,6,2,14,16
5,Bot,4,7,0,8,8
5,Bot,4,8,0,7,7
5,Bot,4,9,0,2,2
5,Bot,4,10,0,2,2
5,Bot,4,12,0,1,1
5,Bot,4,13,0,1,1
5,Bot,4,15,0,2,2
5,Bot,5,0,65,2,67
5,Bot,5,1,66,2,68
5,Bot,5,2,47,9,56
5,Bot,5,3,39,6,45
5,Bot,5,4,24,12,36
5,Bot,5,5,8,13,21
5,Bot,5,6,2,9,11
5,Bot,5,7,2,14,16
5,Bot,5,8,1,2,3
5,Bot,5,9,1,1,2
5,Bot,5,11,0,1,1
5,Bot,6,0,53,0,53
5,Bot,6,1,37,5,42
5,Bot,6,2,45,2,47
5,Bot,6,3,43,6,49
5,Bot,6,4,20,3,23
5,Bot,6,5,10,5,15
5,Bot,6,6,2,4,6
5,Bot,6,7,1,2,3
5,Bot,6,8,1,3,4
5,Bot,6,10,1,1,2
5,Bot,6,16,0,1,1
5,Bot,6,17,0,1,1
5,Bot,7,0,34,1,35
5,Bot,7,1,20,3,23
5,Bot,7,2,20,1,21
5,Bot,7,3,14,0,14
5,Bot,7,4,11,0,11
5,Bot,7,5,5,6,11
5,Bot,7,6,0,1,1
5,Bot,7,7,0,1,1
5,Bot,7,8,2,2,4
5,Bot,7,9,0,2,2
5,Bot,7,10,1,1,2
5,Bot,7,12,0,1,1
5,Bot,8,0,27,0,27
5,Bot,8,1,14,1,15
5,Bot,8,2,23,0,23
5,Bot,8,3,9,0,9
