inning,inning_topbot,home_score,away_score,home_team_wins,away_team_wins,games
9,Bot,1,14,0,3,3
9,Bot,1,15,0,3,3
9,Bot,1,16,0,1,1
9,Bot,2,2,0,34,34
9,Bot,2,3,0,78,78
9,Bot,2,4,0,63,63
9,Bot,2,5,0,61,61
9,Bot,2,6,0,51,51
9,Bot,2,7,0,44,44
9,Bot,2,8,0,36,36
9,Bot,2,9,0,25,25
9,Bot,2,10,0,20,20
9,Bot,2,11,0,12,12
9,Bot,2,12,0,9,9
9,Bot,2,13,0,4,4
9,Bot,2,14,0,6,6
9,Bot,2,15,0,2,2
9,Bot,2,16,0,2,2
9,Bot,2,18,0,1,1
9,Bot,2,19,0,1,1
9,Bot,2,23,0,1,1
9,Bot,3,3,0,46,46
9,Bot,3,4,0,69,69
9,Bot,3,5,0,74,74
9,Bot,3,6,0,57,57
9,Bot,3,7,0,41,41
9,Bot,3,8,0,37,37
9,Bot,3,9,0,24,24
9,Bot,3,10,0,18,18
9,Bot,3,11,0,7,7
9,Bot,3,12,0,6,6
9,Bot,3,13,0,2,2
9,Bot,3,14,0,1,1
9,Bot,3,15,0,4,4
9,Bot,3,16,0,1,1
9,Bot,3,17,0,1,1
9,Bot,4,4,0,40,40
9,Bot,4,5,0,81,81
9,Bot,4,6,0,46,46
9,Bot,4,7,0,40,40
9,Bot,4,8,0,29,29
9,Bot,4,9,0,33,33
9,Bot,4,10,0,13,13
9,Bot,4,11,0,17,17
9,Bot,4,12,0,10,10
9,Bot,4,13,0,5,5
9,Bot,4,14,0,3,3
9,Bot,4,15,0,1,1
9,Bot,4,16,0,1,1
9,Bot,4,17,0,1,1
9,Bot,4,18,0,1,1
9,Bot,4,19,0,3,3
9,Bot,4,24,0,1,1
9,Bot,5,5,0,18,18
9,Bot,5,6,0,51,51
9,Bot,5,7,0,32,32
9,Bot,5,8,0,35,35
9,Bot,5,9,0,21,21
9,Bot,5,10,0,20,20
9,Bot,5,11,0,12,12
9,Bot,5,12,0,6,6
9,Bot,5,13,0,5,5
9,Bot,5,16,0,2,2
9,Bot,5,17,0,1,1
9,Bot,5,18,0,1,1
9,Bot,5,19,0,1,1
9,Bot,6,6,0,19,19
9,Bot,6,7,0,24,24
9,Bot,6,8,0,21,21
9,Bot,6,9,0,16,16
9,Bot,6,10,0,9,9
9,Bot,6,11,0,9,9
9,Bot,6,12,0,6,6
9,Bot,6,13,0,3,3
9,Bot,6,14,0,3,3
9,Bot,6,15,0,1,1
9,Bot,6,16,0,1,1
9,Bot,6,17,0,1,1
9,Bot,6,19,0,1,1
9,Bot,7,7,0,7,7
9,Bot,7,8,0,22,22
9,Bot,7,9,0,12,12
9,Bot,7,10,0,10,10
9,Bot,7,11,0,6,6
9,Bot,7,12,0,4,4
9,Bot,7,13,0,1,1
9,Bot,7,14,0,1,1
9,Bot,7,15,0,2,2
9,Bot,7,16,0,2,2
9,Bot,7,17,0,1,1
9,Bot,7,21,0,1,1
9,Bot,8,8,0,3,3
9,Bot,8,9,0,12,12
9,Bot,8,10,0,3,3
9,Bot,8,11,0,6,6
9,Bot,8,12,0,3,3
9,Bot,8,13,0,1,1
9,Bot,8,14,0,3,3
9,Bot,9,9,0,1,1
9,Bot,9,10,0,5,5
9,Bot,9,12,0,1,1
9,Bot,9,13,0,1,1
9,Bot,9,14,0,2,2
9,Bot,9,15,0,1,1
9,Bot,9,17,0,1,1
9,Bot,10,10,0,3,3
9,Bot,10,11,0,3,3
9,Bot,10,12,0,1,1
9,Bot,10,13,0,1,1
9,Bot,11,11,0,3,3
9,Bot,11,12,0,3,3
9,Bot,12,12,0,2,2
9,Bot,12,19,0,1,1
9,Bot,13,14,0,1,1
9,Bot,13,17,0,1,1
9,Top,0,0,0,8,8
9,Top,0,1,0,42,42
9,Top,0,2,0,55,55
9,Top,0,3,0,31,31
9,Top,0,4,0,47,47
9,Top,0,5,0,37,37
9,Top,0,6,0,27,27
9,Top,0,7,0,32,32
9,Top,0,8,0,15,15
9,Top,0,9,0,18,18
9,Top,0,10,0,10,10
9,Top,0,11,0,9,9
9,Top,0,12,0,2,2
9,Top,0,13,0,3,3
9,Top,0,14,0,2,2
9,Top,0,15,0,3,3
9,Top,0,16,0,2,2
9,Top,0,17,0,1,1
9,Top,1,0,30,0,30
9,Top,1,1,0,28,28
9,Top,1,2,0,68,68
9,Top,1,3,0,80,80
9,Top,1,4,0,69,69
9,Top,1,5,0,65,65
9,Top,1,6,0,43,43
9,Top,1,7,0,46,46
9,Top,1,8,0,29,29
9,Top,1,9,0,19,19
9,Top,1,10,0,12,12
9,Top,1,11,0,11,11
9,Top,1,12,0,10,10
9,Top,1,13,0,3,3
9,Top,1,14,0,4,4
9,Top,1,15,0,2,2
9,Top,1,16,0,2,2
9,Top,2,0,40,0,40
9,Top,2,1,68,1,69
9,Top,2,2,0,28,28
9,Top,2,3,0,70,70
9,Top,2,4,0,68,68
9,Top,2,5,0,68,68
9,Top,2,6,0,54,54
9,Top,2,7,0,36,36
9,Top,2,8,0,37,37
9,Top,2,9,0,24,24
9,Top,2,10,0,24,24
9,Top,2,11,0,13,13
9,Top,2,12,0,10,10
9,Top,2,13,0,2,2
9,Top,2,14,0,5,5
9,Top,2,15,0,2,2
9,Top,2,16,0,3,3
9,Top,2,18,0,1,1
9,Top,2,19,0,1,1
9,Top,2,23,0,1,1
9,Top,3,0,46,0,46
9,Top,3,1,77,1,78
9,Top,3,2,77,0,77
9,Top,3,3,0,37,37
9,Top,3,4,0,59,59
9,Top,3,5,0,72,72
9,Top,3,6,0,61,61
9,Top,3,7,0,48,48
9,Top,3,8,0,39,39
9,Top,3,9,0,30,30
9,Top,3,10,0,18,18
9,Top,3,11,0,13,13
9,Top,3,12,0,6,6
9,Top,3,13,0,2,2
9,Top,3,14,0,2,2
9,Top,3,15,0,5,5
9,Top,3,16,0,1,1
9,Top,3,19,0,1,1
9,Top,4,0,43,0,43
9,Top,4,1,77,0,77
9,Top,4,2,86,0,86
9,Top,4,3,68,2,70
9,Top,4,4,0,27,27
9,Top,4,5,0,68,68
9,Top,4,6,0,44,44
9,Top,4,7,0,29,29
9,Top,4,8,0,30,30
9,Top,4,9,0,28,28
9,Top,4,10,0,14,14
9,Top,4,11,0,12,12
9,Top,4,12,0,7,7
9,Top,4,13,0,6,6
9,Top,4,14,0,5,5
9,Top,4,15,0,1,1
9,Top,4,16,0,1,1
9,Top,4,17,0,2,2
9,Top,4,18,0,1,1
9,Top,4,19,0,2,2
9,Top,4,24,0,1,1
9,Top,5,0,31,0,31
9,Top,5,1,58,0,58
9,Top,5,2,72,0,72
9,Top,5,3,84,0,84
9,Top,5,4,65,0,65
9,Top,5,5,0,12,12
9,Top,5,6,0,40,40
9,Top,5,7,0,29,29
9,Top,5,8,0,29,29
9,Top,5,9,0,23,23
9,Top,5,10,0,20,20
9,Top,5,11,0,13,13
9,Top,5,12,0,11,11
9,Top,5,13,0,5,5
9,Top,5,16,0,2,2
9,Top,5,18,0,1,1
9,Top,5,19,0,1,1
9,Top,5,21,0,1,1
9,Top,6,0,24,0,24
9,Top,6,1,39,0,39
9,Top,6,2,59,0,59
9,Top,6,3,68,0,68
9,Top,6,4,50,0,50
9,Top,6,5,46,0,46
9,Top,6,6,0,9,9
9,Top,6,7,0,18,18
9,Top,6,8,0,21,21
9,Top,6,9,0,12,12
9,Top,6,10,0,6,6
9,Top,6,11,0,7,7
9,Top,6,12,0,4,4
9,Top,6,13,0,2,2
9,Top,6,14,0,2,2
9,Top,6,15,0,1,1
9,Top,6,17,0,1,1
9,Top,6,19,0,1,1
9,Top,7,0,18,0,18
9,Top,7,1,21,0,21
9,Top,7,2,46,0,46
9,Top,7,3,43,0,43
9,Top,7,4,38,0,38
9,Top,7,5,28,0,28
9,Top,7,6,18,0,18
9,Top,7,7,0,5,5
9,Top,7,8,0,14,14
9,Top,7,9,0,8,8
9,Top,7,10,0,6,6
9,Top,7,11,0,4,4
9,Top,7,12,0,3,3
9,Top,7,13,0,1,1
9,Top,7,14,0,1,1
9,Top,7,15,0,1,1
9,Top,7,16,0,1,1
9,Top,7,17,0,1,1
9,Top,8,0,17,0,17
9,Top,8,1,18,0,18
9,Top,8,2,27,0,27
9,Top,8,3,39,0,39
9,Top,8,4,29,0,29
9,Top,8,5,20,0,20
9,Top,8,6,24,0,24
9,Top,8,7,19,0,19
9,Top,8,8,0,1,1
9,Top,8,9,0,8,8
9,Top,8,10,0,1,1
9,Top,8,11,0,1,1
9,Top,8,12,0,3,3
9,Top,8,14,0,1,1
9,Top,8,15,0,1,1
9,Top,9,0,15,0,15
9,Top,9,1,17,0,17
9,Top,9,2,18,0,18
9,Top,9,3,22,0,22
9,Top,9,4,21,0,21
9,Top,9,5,16,0,16
9,Top,9,6,20,0,20
9,Top,9,7,7,0,7
9,Top,9,8,5,0,5
9,Top,9,9,0,1,1
9,Top,9,10,0,3,3
9,Top,9,11,0,2,2
9,Top,9,12,0,2,2
9,Top,9,13,0,1,1
9,Top,9,14,0,1,1
9,Top,9,17,0,1,1
9,Top,10,0,9,0,9
9,Top,10,1,16,0,16
9,Top,10,2,14,0,14
9,Top,10,3,17,0,17
9,Top,10,4,19,0,19
9,Top,10,5,14,0,14
9,Top,10,6,14,0,14
9,Top,10,7,10,0,10
9,Top,10,8,10,0,10
9,Top,10,9,4,0,4
9,Top,10,10,0,3,3
9,Top,10,11,0,1,1
9,Top,10,12,0,1,1
9,Top,10,13,0,1,1
9,Top,11,0,6,0,6
9,Top,11,1,9,0,9
9,Top,11,2,14,0,14
9,Top,11,3,13,0,13
9,Top,11,4,17,0,17
9,Top,11,5,13,0,13
9,Top,11,6,7,0,7
9,Top,11,7,5,0,5
9,Top,11,8,5,0,5
9,Top,11,9,4,0,4
9,Top,11,10,3,0,3
9,Top,11,11,0,3,3
9,Top,11,12,0,2,2
9,Top,11,19,0,1,1
9,Top,12,0,2,0,2
9,Top,12,1,4,0,4
9,Top,12,2,6,0,6
9,Top,12,3,7,0,7
9,Top,12,4,9,0,9
9,Top,12,5,8,0,8
9,Top,12,6,4,0,4
9,Top,12,7,2,0,2
9,Top,12,8,3,0,3
9,Top,12,9,1,0,1
9,Top,12,10,2,0,2
9,Top,12,11,2,0,2
9,Top,13,0,4,0,4
9,Top,13,1,1,0,1
9,Top,13,2,4,0,4
9,Top,13,3,2,0,2
9,Top,13,4,3,0,3
9,Top,13,5,5,0,5
9,Top,13,6,2,0,2
9,Top,13,7,4,0,4
9,Top,13,8,3,0,3
9,Top,13,9,3,0,3
9,Top,13,10,2,0,2
9,Top,13,14,0,1,1
9,Top,13,17,0,1,1
9,Top,14,0,4,0,4
9,Top,14,1,5,0,5
9,Top,14,2,4,0,4
9,Top,14,3,4,0,4
9,Top,14,4,1,0,1
9,Top,14,5,2,0,2
9,Top,14,6,2,0,2
9,Top,14,7,2,0,2
9,Top,14,8,1,0,1
9,Top,14,9,1,0,1
9,Top,14,10,2,0,2
9,Top,14,12,1,0,1
9,Top,15,0,2,0,2
9,Top,15,1,2,0,2
9,Top,15,2,1,0,1
9,Top,15,5,4,0,4
9,Top,15,6,1,0,1
9,Top,15,7,1,0,1
9,Top,15,8,2,0,2
9,Top,16,2,1,0,1
9,Top,16,3,1,0,1
9,Top,16,4,1,0,1
9,Top,16,6,1,0,1
9,Top,16,8,1,0,1
9,Top,16,9,1,0,1
9,Top,17,1,2,0,2
9,Top,17,4,1,0,1
9,Top,17,6,1,0,1
9,Top,17,7,1,0,1
9,Top,17,8,2,0,2
9,Top,18,4,2,0,2
9,Top,18,5,2,0,2
9,Top,18,7,1,0,1
9,Top,19,2,1,0,1
9,Top,19,3,2,0,2
9,Top,19,4,2,0,2
9,Top,19,11,1,0,1
9,Top,20,1,1,0,1
9,Top,20,5,1,0,1
9,Top,21,1,1,0,1
9,Top,21,3,1,0,1
9,Top,21,5,1,0,1
9,Top,25,4,1,0,1
10,Bot,0,0,0,7,7
10,Bot,0,2,0,1,1
10,Bot,1,1,0,19,19
10,Bot,1,2,0,3,3
10,Bot,1,3,0,3,3
10,Bot,1,5,0,2,2
10,Bot,2,2,0,15,15
10,Bot,2,3,0,11,11
10,Bot,2,4,0,2,2
10,Bot,2,5,0,1,1
10,Bot,2,8,0,1,1
10,Bot,3,3,0,28,28
10,Bot,3,4,0,9,9
10,Bot,3,5,0,4,4
10,Bot,3,6,0,2,2
10,Bot,3,7,0,1,1
10,Bot,3,8,0,1,1
10,Bot,3,9,0,1,1
10,Bot,4,4,0,18,18
10,Bot,4,5,0,15,15
10,Bot,4,6,0,5,5
10,Bot,4,7,0,1,1
10,Bot,4,8,0,2,2
10,Bot,4,10,0,1,1
10,Bot,5,5,0,11,11
10,Bot,5,6,0,5,5
10,Bot,5,7,0,3,3
10,Bot,6,6,0,7,7
10,Bot,6,7,0,9,9
10,Bot,6,8,0,1,1
10,Bot,6,9,0,1,1
10,Bot,6,10,0,1,1
10,Bot,7,7,0,6,6
10,Bot,7,9,0,1,1
10,Bot,7,10,0,2,2
10,Bot,8,8,0,2,2
10,Bot,8,9,0,1,1
10,Bot,9,9,0,2,2
10,Bot,10,10,0,1,1
10,Bot,10,11,0,1,1
10,Bot,10,13,0,1,1
10,Bot,11,11,0,2,2
10,Bot,12,12,0,1,1
10,Bot,12,13,0,1,1
10,Bot,12,14,0,1,1
10,Top,0,0,0,7,7
10,Top,0,2,0,1,1
10,Top,1,1,0,19,19
10,Top,1,2,0,3,3
10,Top,1,3,0,4,4
10,Top,1,5,0,2,2
10,Top,2,2,0,16,16
10,Top,2,3,0,10,10
10,Top,2,4,0,4,4
10,Top,2,5,0,1,1
10,Top,2,6,0,2,2
10,Top,2,8,0,2,2
10,Top,3,3,0,27,27
10,Top,3,4,0,7,7
10,Top,3,5,0,5,5
10,Top,3,6,0,3,3
10,Top,3,7,0,1,1
10,Top,3,8,0,2,2
10,Top,3,9,0,1,1
10,Top,4,4,0,18,18
10,Top,4,5,0,14,14
10,Top,4,6,0,3,3
10,Top,4,7,0,3,3
10,Top,4,8,0,1,1
10,Top,4,10,0,1,1
10,Top,5,5,0,11,11
10,Top,5,6,0,5,5
10,Top,5,7,0,1,1
10,Top,5,10,0,1,1
10,Top,6,6,0,6,6
10,Top,6,7,0,10,10
10,Top,6,9,0,1,1
10,Top,6,10,0,2,2
10,Top,7,7,0,5,5
10,Top,7,9,0,2,2
10,Top,8,8,0,2,2
10,Top,8,9,0,1,1
10,Top,9,9,0,1,1
10,Top,10,10,0,1,1
10,Top,10,11,0,1,1
10,Top,10,13,0,1,1
10,Top,11,11,0,2,2
10,Top,11,12,0,1,1
10,Top,12,12,0,1,1
10,Top,12,14,0,1,1
11,Bot,0,0,0,5,5
11,Bot,0,1,0,1,1
11,Bot,1,1,0,9,9
11,Bot,1,2,0,9,9
11,Bot,1,4,0,1,1
11,Bot,2,2,0,9,9
11,Bot,2,3,0,2,2
11,Bot,2,4,0,1,1
11,Bot,2,5,0,1,1
11,Bot,2,6,0,1,1
11,Bot,2,7,0,1,1
11,Bot,3,3,0,18,18
11,Bot,3,4,0,6,6
11,Bot,3,5,0,3,3
11,Bot,3,6,0,1,1
11,Bot,4,4,0,9,9
11,Bot,4,5,0,5,5
11,Bot,4,6,0,2,2
11,Bot,4,7,0,2,2
11,Bot,4,8,0,1,1
11,Bot,5,5,0,5,5
11,Bot,5,6,0,3,3
11,Bot,5,7,0,2,2
11,Bot,6,6,0,4,4
11,Bot,6,7,0,2,2
11,Bot,6,12,0,1,1
11,Bot,7,7,0,3,3
11,Bot,7,8,0,3,3
11,Bot,7,12,0,1,1
11,Bot,8,8,0,1,1
11,Bot,8,9,0,1,1
11,Bot,9,9,0,0,0
11,Bot,9,10,0,1,1
11,Bot,10,10,0,1,1
11,Bot,11,11,0,1,1
11,Bot,11,12,0,1,1
11,Bot,11,13,0,1,1
11,Bot,12,12,0,1,1
11,Top,0,0,0,5,5
11,Top,0,1,0,2,2
11,Top,1,1,0,8,8
11,Top,1,2,0,9,9
11,Top,1,3,0,1,1
11,Top,1,4,0,1,1
11,Top,2,2,0,9,9
11,Top,2,3,0,2,2
11,Top,2,4,0,1,1
11,Top,2,5,0,1,1
11,Top,2,6,0,1,1
11,Top,2,7,0,1,1
11,Top,3,3,0,17,17
11,Top,3,4,0,6,6
11,Top,3,5,0,3,3
11,Top,3,6,0,2,2
11,Top,4,4,0,9,9
11,Top,4,5,0,5,5
11,Top,4,6,0,2,2
11,Top,4,7,0,1,1
11,Top,4,8,0,1,1
11,Top,5,5,0,7,7
11,Top,5,6,0,1,1
11,Top,5,7,0,3,3
11,Top,6,6,0,4,4
11,Top,6,7,0,1,1
11,Top,6,8,0,1,1
11,Top,6,12,0,1,1
11,Top,7,7,0,3,3
11,Top,7,8,0,2,2
11,Top,7,10,0,0,0
11,Top,7,12,0,1,1
11,Top,8,8,0,1,1
11,Top,8,9,0,1,1
11,Top,9,9,0,0,0
11,Top,9,10,0,1,1
11,Top,9,13,0,1,1
11,Top,10,10,0,1,1
11,Top,11,11,0,1,1
11,Top,11,12,0,1,1
11,Top,12,12,0,1,1
12,Bot,0,0,0,2,2
12,Bot,0,1,0,1,1
12,Bot,0,2,0,2,2
12,Bot,1,1,0,7,7
12,Bot,1,2,0,2,2
12,Bot,2,2,0,6,6
12,Bot,2,3,0,1,1
12,Bot,2,4,0,2,2
12,Bot,3,3,0,10,10
12,Bot,3,4,0,2,2
12,Bot,3,5,0,5,5
12,Bot,3,7,0,1,1
12,Bot,4,4,0,5,5
12,Bot,4,5,0,2,2
12,Bot,4,6,0,1,1
12,Bot,4,7,0,1,1
12,Bot,5,5,0,4,4
12,Bot,5,6,0,1,1
12,Bot,5,8,0,1,1
12,Bot,6,6,0,2,2
12,Bot,6,7,0,1,1
12,Bot,6,8,0,1,1
12,Bot,7,7,0,2,2
12,Bot,7,8,0,1,1
12,Bot,8,8,0,0,0
12,Bot,8,12,0,1,1
12,Bot,9,9,0,0,0
12,Bot,10,10,0,1,1
12,Bot,11,11,0,0,0
12,Bot,12,12,0,1,1
12,Bot,12,16,0,1,1
12,Top,0,0,0,2,2
12,Top,0,1,0,1,1
12,Top,0,2,0,2,2
12,Top,1,1,0,7,7
12,Top,1,2,0,2,2
12,Top,2,2,0,6,6
12,Top,2,3,0,2,2
12,Top,2,4,0,2,2
12,Top,3,3,0,9,9
12,Top,3,4,0,4,4
12,Top,3,5,0,4,4
12,Top,3,7,0,1,1
12,Top,4,4,0,4,4
12,Top,4,5,0,3,3
12,Top,4,6,0,1,1
12,Top,4,7,0,1,1
12,Top,5,5,0,3,3
12,Top,5,6,0,1,1
12,Top,5,8,0,1,1
12,Top,6,6,0,2,2
12,Top,6,7,0,1,1
12,Top,6,8,0,1,1
12,Top,7,7,0,2,2
12,Top,7,8,0,1,1
12,Top,8,8,0,0,0
12,Top,8,9,0,0,0
12,Top,8,12,0,1,1
12,Top,9,9,0,0,0
12,Top,9,10,0,0,0
12,Top,10,10,0,1,1
12,Top,11,11,0,0,0
12,Top,11,16,0,1,1
12,Top,12,12,0,1,1
13,Bot,0,0,0,0,0
13,Bot,0,1,0,1,1
13,Bot,0,3,0,1,1
13,Bot,1,1,0,3,3
13,Bot,1,2,0,3,3
13,Bot,2,2,0,4,4
13,Bot,2,3,0,2,2
13,Bot,2,4,0,1,1
13,Bot,3,3,0,9,9
13,Bot,3,4,0,1,1
13,Bot,4,4,0,2,2
13,Bot,4,5,0,2,2
13,Bot,5,5,0,2,2
13,Bot,5,6,0,1,1
13,Bot,6,6,0,2,2
13,Bot,6,7,0,2,2
13,Bot,7,7,0,2,2
13,Bot,9,9,0,0,0
13,Bot,10,10,0,0,0
13,Bot,10,12,0,1,1
13,Bot,11,11,0,0,0
13,Bot,13,13,0,1,1
13,Top,0,0,0,0,0
13,Top,0,1,0,1,1
13,Top,0,3,0,1,1
13,Top,1,1,0,4,4
13,Top,1,2,0,2,2
13,Top,1,3,0,1,1
13,Top,2,2,0,4,4
13,Top,2,3,0,1,1
13,Top,2,4,0,1,1
13,Top,3,3,0,9,9
13,Top,3,4,0,1,1
13,Top,4,4,0,2,2
13,Top,4,5,0,2,2
13,Top,4,7,0,1,1
13,Top,5,5,0,2,2
13,Top,5,6,0,2,2
13,Top,6,6,0,2,2
13,Top,7,7,0,2,2
13,Top,8,9,0,0,0
13,Top,9,9,0,0,0
13,Top,10,10,0,0,0
13,Top,10,12,0,1,1
13,Top,11,11,0,0,0
13,Top,12,13,0,1,1
14,Bot,1,1,0,0,0
14,Bot,1,2,0,1,1
14,Bot,1,3,0,1,1
14,Bot,1,7,0,1,1
14,Bot,2,2,0,3,3
14,Bot,2,3,0,1,1
14,Bot,3,3,0,4,4
14,Bot,3,4,0,1,1
14,Bot,3,5,0,1,1
14,Bot,3,6,0,1,1
14,Bot,3,7,0,1,1
14,Bot,4,4,0,1,1
14,Bot,4,5,0,2,2
14,Bot,5,5,0,2,2
14,Bot,6,6,0,2,2
14,Bot,7,7,0,1,1
14,Bot,7,8,0,1,1
14,Bot,9,9,0,0,0
14,Bot,10,10,0,0,0
14,Bot,11,11,0,0,0
14,Bot,14,15,0,1,1
14,Top,0,1,0,0,0
14,Top,1,1,0,0,0
14,Top,1,2,0,1,1
14,Top,1,3,0,1,1
14,Top,1,7,0,1,1
14,Top,2,2,0,3,3
14,Top,2,3,0,1,1
14,Top,3,3,0,4,4
14,Top,3,4,0,1,1
14,Top,3,5,0,2,2
14,Top,3,6,0,1,1
14,Top,3,7,0,1,1
14,Top,4,4,0,1,1
14,Top,4,5,0,1,1
14,Top,5,5,0,2,2
14,Top,6,6,0,2,2
14,Top,7,7,0,1,1
14,Top,7,8,0,1,1
14,Top,9,9,0,0,0
14,Top,10,10,0,0,0
14,Top,11,11,0,0,0
14,Top,13,15,0,1,1
15,Bot,1,1,0,0,0
15,Bot,2,2,0,2,2
15,Bot,2,3,0,1,1
15,Bot,3,3,0,2,2
15,Bot,3,4,0,1,1
15,Bot,4,4,0,1,1
15,Bot,5,5,0,1,1
15,Bot,5,6,0,1,1
15,Bot,6,6,0,0,0
15,Bot,6,7,0,2,2
15,Bot,7,7,0,0,0
15,Bot,7,10,0,1,1
15,Bot,8,8,0,1,1
15,Bot,10,10,0,0,0
15,Top,1,1,0,0,0
15,Top,2,2,0,2,2
15,Top,2,3,0,1,1
15,Top,3,3,0,2,2
15,Top,3,4,0,1,1
15,Top,3,6,0,1,1
15,Top,4,4,0,1,1
15,Top,4,6,0,0,0
15,Top,5,5,0,1,1
15,Top,5,8,0,1,1
15,Top,6,7,0,2,2
15,Top,7,10,0,1,1
15,Top,10,10,0,0,0
16,Bot,1,1,0,0,0
16,Bot,2,2,0,2,2
16,Bot,3,3,0,0,0
16,Bot,3,4,0,1,1
16,Bot,3,6,0,1,1
16,Bot,4,4,0,0,0
16,Bot,5,8,0,1,1
16,Bot,6,9,0,1,1
16,Bot,8,10,0,1,1
16,Top,1,1,0,0,0
16,Top,1,2,0,0,0
16,Top,2,2,0,2,2
16,Top,3,3,0,0,0
16,Top,3,4,0,1,1
16,Top,3,6,0,1,1
16,Top,4,4,0,0,0
16,Top,4,9,0,1,1
16,Top,5,8,0,1,1
16,Top,8,10,0,1,1
17,Bot,2,2,0,2,2
17,Bot,3,3,0,0,0
17,Top,2,2,0,2,2
17,Top,3,3,0,0,0
18,Bot,2,2,0,0,0
18,Bot,2,3,0,1,1
18,Bot,2,5,0,1,1
18,Top,2,2,0,1,1
18,Top,2,5,0,1,1
19,Bot,2,2,0,0,0
19,Top,2,2,0,0,0
